CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear,Created_At
492,"Tableau Data Visualization","Data Science","Deep Learning",English,"R, Deep Learning, Data Analysis, Python, Power BI","Anne Hardy",3.8,79199,42,Udemy,99.00,1,Advanced,2019,"2025-07-22 15:56:44"
493,"AWS Cloud Practitioner Essentials","IT & Software",Networking,Spanish,"Networking, DevOps, Azure, AWS, Critical Thinking","Chelsey Fox",3.0,99592,48,Udemy,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
494,"Python for Everybody","Data Science","Machine Learning",Hindi,"Deep Learning, R, Machine Learning, SQL, Excel","Mario White",5.0,87788,57,edX,199.00,1,Beginner,2019,"2025-07-22 15:56:44"
495,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",Hindi,"SQL, Python, R, Machine Learning, Excel","Jennifer Garcia",3.2,62849,53,Coursera,0.00,0,Intermediate,2020,"2025-07-22 15:56:44"
496,"SQL for Data Science","Data Science","Data Analysis",French,"Deep Learning, SQL, Data Analysis, Machine Learning, Excel","Heather Ellis",4.6,17389,59,Udemy,29.00,1,Beginner,2019,"2025-07-22 15:56:44"
497,"Applied Data Science with Python","Data Science","Machine Learning",Spanish,"Python, Data Analysis, Power BI, R, Machine Learning","Sonya Jackson",3.8,8500,14,Udemy,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
498,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",French,"Azure, Networking, AWS, DevOps, Critical Thinking","James Morgan",3.7,51674,60,edX,19.00,1,Advanced,2023,"2025-07-22 15:56:44"
499,"Full-Stack Web Development with React","Computer Science","Cloud Computing",French,"Python, SQL, AWS, React, Azure","Zachary Ramos",4.9,10439,41,Udemy,0.00,0,Beginner,2020,"2025-07-22 15:56:44"
500,"Introduction to Data Science in Python","Data Science","Data Analysis",Hindi,"R, SQL, Data Analysis, Deep Learning, Machine Learning","Ethan Frey",3.2,29305,39,edX,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
501,"Python for Everybody","Data Science","Data Analysis",Hindi,"Data Analysis, SQL, Machine Learning, Power BI, R","Jacob Duran",3.4,60067,23,Udemy,0.00,0,Intermediate,2021,"2025-07-22 15:56:44"
502,"Tableau Data Visualization","Data Science","Deep Learning",French,"SQL, Python, Data Analysis, Excel, Machine Learning","Nicholas Franklin",4.0,90952,48,FutureLearn,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
503,"Big Data Essentials","Data Science","Machine Learning",Spanish,"Python, R, Deep Learning, Data Analysis, SQL","Cindy Cannon",3.8,76458,8,Udemy,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
504,"Natural Language Processing with Deep Learning",Arts,"Creative Writing",English,"Photography, Creativity, Design, Communication","Dawn Nixon",3.6,41851,8,Udemy,19.00,1,Beginner,2022,"2025-07-22 15:56:44"
505,"Cybersecurity for Business",Business,Marketing,Spanish,"Leadership, Excel, Power BI, Critical Thinking, Communication","James Barber",3.4,98614,26,Udemy,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
506,"Python for Everybody","Data Science","Deep Learning",Hindi,"Data Analysis, R, SQL, Python, Deep Learning","Ms. Kelly Holder",3.7,75285,11,Udemy,0.00,0,Beginner,2018,"2025-07-22 15:56:44"
507,"Applied Data Science with Python","Data Science","Deep Learning",French,"Python, SQL, Power BI, Data Analysis, Machine Learning","Eric Walker",3.1,90835,12,FutureLearn,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
508,"Deep Learning Specialization","Data Science","Big Data",Spanish,"Power BI, SQL, Machine Learning, R, Data Analysis","Alison Short",3.5,98193,8,Udemy,299.00,1,Intermediate,2023,"2025-07-22 15:56:44"
509,"AWS Cloud Practitioner Essentials","IT & Software",Networking,Spanish,"Azure, AWS, DevOps, Networking, Critical Thinking","Desiree Spencer",4.6,22464,20,Coursera,199.00,1,Beginner,2020,"2025-07-22 15:56:44"
510,"Natural Language Processing with Deep Learning",Business,Leadership,French,"Excel, Communication, Power BI, Leadership, Critical Thinking","Tammy Moore",4.4,21518,47,Udemy,0.00,0,Intermediate,2018,"2025-07-22 15:56:44"
511,"Tableau Data Visualization","Data Science","Data Analysis",French,"Python, Machine Learning, Deep Learning, Power BI, Data Analysis","Henry Taylor",4.5,13415,58,FutureLearn,199.00,1,Advanced,2023,"2025-07-22 15:56:44"
512,"SQL for Data Science","Data Science","Big Data",Hindi,"Deep Learning, Power BI, Data Analysis, Machine Learning, Python","Kevin Hall",4.9,6659,29,edX,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
513,"Big Data Essentials","Data Science","Deep Learning",English,"Excel, SQL, Deep Learning, Machine Learning, Power BI","Anna Ross",3.4,41604,43,Coursera,29.00,1,Advanced,2024,"2025-07-22 15:56:44"
514,"Big Data Essentials","Data Science","Data Analysis",Hindi,"Power BI, Machine Learning, R, Data Analysis, Deep Learning","Morgan Cummings",4.9,63731,20,Udemy,99.00,1,Intermediate,2022,"2025-07-22 15:56:44"
515,"Applied Data Science with Python","Data Science","Machine Learning",English,"Data Analysis, Python, SQL, Power BI, R","Carrie Petersen",4.1,67407,7,Udemy,0.00,1,Advanced,2020,"2025-07-22 15:56:44"
516,"SQL for Data Science","Data Science",Statistics,English,"Power BI, Excel, Deep Learning, R, Python","Laura Velez",3.9,6585,60,FutureLearn,199.00,1,Intermediate,2023,"2025-07-22 15:56:44"
517,"Introduction to Data Science in Python","Data Science","Machine Learning",Spanish,"Machine Learning, R, SQL, Data Analysis, Python","Elizabeth Cross",4.4,23457,43,edX,99.00,1,Advanced,2024,"2025-07-22 15:56:44"
518,"Business Analytics with Excel",Business,Leadership,French,"Critical Thinking, Leadership, Power BI, Communication, Excel","Angela Brown",4.5,32838,19,FutureLearn,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
519,"Deep Learning Specialization","Data Science","Data Analysis",French,"R, SQL, Power BI, Python, Machine Learning","Hannah Montoya",4.4,89897,56,edX,19.00,1,Advanced,2023,"2025-07-22 15:56:44"
520,"Introduction to Data Science in Python","Data Science","Big Data",Spanish,"Machine Learning, SQL, Deep Learning, Python, Power BI","Sean Kane",3.6,58141,58,Coursera,19.00,1,Intermediate,2022,"2025-07-22 15:56:44"
521,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,Hindi,"Critical Thinking, Networking, AWS, Azure, DevOps","Matthew Guzman",3.0,49145,44,FutureLearn,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
522,"Excel to MySQL: Analytic Techniques","Data Science","Data Analysis",Spanish,"SQL, R, Data Analysis, Excel, Machine Learning","Richard Reyes",4.2,23910,30,FutureLearn,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
523,"Machine Learning by Stanford University","Data Science","Deep Learning",Spanish,"Data Analysis, R, Deep Learning, Excel, Machine Learning","Andrew Fernandez",3.4,65374,35,edX,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
524,"Python for Everybody","Data Science","Data Analysis",English,"Data Analysis, Python, Machine Learning, Power BI, Deep Learning","Jonathan Walker",3.3,79344,13,Coursera,29.00,1,Advanced,2020,"2025-07-22 15:56:44"
525,"Natural Language Processing with Deep Learning","IT & Software",Cybersecurity,French,"Azure, Networking, AWS, DevOps, Critical Thinking","Nicholas Long",3.4,19975,42,edX,299.00,1,Intermediate,2024,"2025-07-22 15:56:44"
526,"Natural Language Processing with Deep Learning","IT & Software",DevOps,French,"Azure, DevOps, AWS, Critical Thinking, Networking","Kurt Wagner",3.3,81682,51,edX,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
527,"Cybersecurity for Business",Business,"Business Analytics",Spanish,"Leadership, Critical Thinking, Excel, Power BI, Communication","Dylan Foster",4.2,3647,46,edX,199.00,1,Beginner,2019,"2025-07-22 15:56:44"
528,"Deep Learning Specialization",Business,Leadership,Hindi,"Excel, Leadership, Critical Thinking, Power BI, Communication","Bradley Duncan",3.1,84296,10,Udemy,199.00,1,Beginner,2018,"2025-07-22 15:56:44"
529,"Full-Stack Web Development with React","Computer Science","Web Development",Spanish,"JavaScript, SQL, AWS, React, Azure","James Miller",4.1,57174,39,FutureLearn,199.00,1,Advanced,2021,"2025-07-22 15:56:44"
530,"Cybersecurity for Business",Business,Finance,English,"Communication, Leadership, Critical Thinking, Power BI, Excel","Patricia Anderson",3.8,40154,53,Udemy,29.00,1,Advanced,2018,"2025-07-22 15:56:44"
531,"SQL for Data Science","Data Science","Machine Learning",French,"Power BI, SQL, R, Deep Learning, Machine Learning","Justin Freeman",3.5,41214,38,edX,49.00,1,Advanced,2021,"2025-07-22 15:56:44"
532,"Java Programming and Software Engineering","Computer Science","Cloud Computing",French,"SQL, React, Azure, AWS, JavaScript","Christina Gilbert",4.4,28635,23,Udemy,99.00,1,Beginner,2022,"2025-07-22 15:56:44"
533,"Introduction to Data Science in Python","Data Science","Deep Learning",Hindi,"Power BI, Excel, SQL, Deep Learning, Python","Danielle Jones",3.0,90562,9,Coursera,19.00,1,Intermediate,2019,"2025-07-22 15:56:44"
534,"Applied Data Science with Python","Data Science",Statistics,French,"R, Excel, SQL, Python, Data Analysis","Erica Glass",4.9,74595,54,Coursera,199.00,1,Beginner,2021,"2025-07-22 15:56:44"
535,"Applied Data Science with Python","Data Science",Statistics,English,"Excel, SQL, Machine Learning, R, Data Analysis","Michael Henderson",4.3,67430,49,Udemy,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
536,"Data Structures and Algorithms Specialization","Data Science",Statistics,English,"Python, Excel, SQL, Machine Learning, R","Frank Wheeler",4.5,97765,15,Coursera,49.00,1,Beginner,2018,"2025-07-22 15:56:44"
537,"Cybersecurity for Business",Business,Marketing,French,"Excel, Power BI, Communication, Critical Thinking, Leadership","Eric Huerta",3.4,12730,5,edX,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
538,"Big Data Essentials","Data Science","Data Analysis",English,"Data Analysis, Excel, SQL, R, Deep Learning","Wanda Ramos",4.9,72602,49,Udemy,99.00,1,Intermediate,2024,"2025-07-22 15:56:44"
539,"Full-Stack Web Development with React","Computer Science","Web Development",French,"Azure, AWS, JavaScript, React, Python","Andrew Meyers",3.3,60050,53,FutureLearn,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
540,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",Hindi,"Data Analysis, Power BI, R, SQL, Machine Learning","James Todd",3.4,63493,31,Coursera,199.00,1,Advanced,2020,"2025-07-22 15:56:44"
541,"Java Programming and Software Engineering","Computer Science",Programming,English,"Azure, AWS, React, JavaScript, Python","Ashley Brown",3.5,72471,24,Coursera,49.00,1,Beginner,2018,"2025-07-22 15:56:44"
542,"Natural Language Processing with Deep Learning",Business,"Business Analytics",Hindi,"Power BI, Excel, Leadership, Communication, Critical Thinking","Tammy Melton",3.7,24588,34,Coursera,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
543,"AWS Cloud Practitioner Essentials","IT & Software",Networking,English,"AWS, DevOps, Azure, Networking, Critical Thinking","Alexis Benson",3.8,82563,51,edX,0.00,1,Advanced,2019,"2025-07-22 15:56:44"
544,"The Science of Well-Being","Data Science",Statistics,English,"SQL, Power BI, Deep Learning, Data Analysis, Excel","Jerry Johnson",4.2,61322,43,FutureLearn,299.00,1,Intermediate,2018,"2025-07-22 15:56:44"
545,"Tableau Data Visualization","Data Science","Big Data",Spanish,"SQL, Data Analysis, R, Machine Learning, Excel","Joshua Harris",3.7,65305,16,Coursera,99.00,1,Advanced,2024,"2025-07-22 15:56:44"
546,"Deep Learning Specialization",Business,Finance,Hindi,"Critical Thinking, Communication, Power BI, Excel, Leadership","Deanna Webb",4.2,46486,41,Coursera,299.00,1,Beginner,2020,"2025-07-22 15:56:44"
547,"Statistics with Python","Data Science","Big Data",Spanish,"Machine Learning, Data Analysis, R, Deep Learning, SQL","Brenda Hale",3.4,35860,47,FutureLearn,29.00,1,Advanced,2023,"2025-07-22 15:56:44"
548,"AI For Everyone","Data Science","Machine Learning",Spanish,"Excel, Deep Learning, Data Analysis, SQL, Python","Kevin Alvarado",4.3,18806,53,FutureLearn,49.00,1,Intermediate,2022,"2025-07-22 15:56:44"
549,"Natural Language Processing with Deep Learning","Computer Science",Programming,English,"React, AWS, Azure, Python, JavaScript","Christopher Campbell",4.1,78125,34,edX,99.00,1,Advanced,2023,"2025-07-22 15:56:44"
550,"Excel to MySQL: Analytic Techniques","Data Science","Big Data",Spanish,"R, Excel, Data Analysis, Power BI, Deep Learning","Lisa Brown",3.2,66823,17,edX,49.00,1,Beginner,2021,"2025-07-22 15:56:44"
551,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,English,"Azure, Networking, Critical Thinking, DevOps, AWS","Alejandra Price",5.0,38499,54,Coursera,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
552,"Cybersecurity for Business",Business,Marketing,Hindi,"Leadership, Excel, Communication, Critical Thinking, Power BI","Samuel Keller",3.2,4215,15,FutureLearn,29.00,1,Beginner,2021,"2025-07-22 15:56:44"
553,"Cybersecurity for Business",Business,Leadership,Hindi,"Critical Thinking, Power BI, Excel, Leadership, Communication","Alicia Dillon",3.5,33217,27,Coursera,299.00,1,Beginner,2018,"2025-07-22 15:56:44"
554,"Tableau Data Visualization","Data Science",Statistics,Spanish,"Machine Learning, Power BI, Deep Learning, Python, Data Analysis","Crystal James",4.3,70991,40,Udemy,49.00,1,Advanced,2022,"2025-07-22 15:56:44"
555,"Deep Learning Specialization",Arts,Painting,Hindi,"Creativity, Photography, Design, Communication","Ariana Stewart",3.0,58699,55,edX,299.00,1,Beginner,2018,"2025-07-22 15:56:44"
556,"Statistics with Python","Data Science","Machine Learning",French,"Machine Learning, Python, Deep Learning, Data Analysis, Excel","Kim Lopez",3.2,78276,27,Udemy,299.00,1,Beginner,2020,"2025-07-22 15:56:44"
557,"Google Data Analytics Certificate","Data Science","Big Data",French,"R, Python, Excel, Data Analysis, SQL","Judith House",5.0,87258,59,edX,299.00,1,Intermediate,2021,"2025-07-22 15:56:44"
558,"Java Programming and Software Engineering","Computer Science",Programming,French,"AWS, React, JavaScript, SQL, Azure","David Moreno",3.3,84345,56,Coursera,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
559,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",Spanish,"Power BI, Data Analysis, Deep Learning, Python, R","James Moore",4.8,39816,21,Udemy,19.00,1,Advanced,2022,"2025-07-22 15:56:44"
560,"Google Data Analytics Certificate","Data Science","Machine Learning",French,"Power BI, Machine Learning, Data Analysis, Deep Learning, Excel","Harold Garrett",4.6,49150,15,edX,99.00,1,Beginner,2021,"2025-07-22 15:56:44"
561,"Big Data Essentials","Data Science","Deep Learning",French,"Data Analysis, Python, Excel, Deep Learning, Machine Learning","William Mason",3.3,55867,54,Udemy,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
562,"Business Analytics with Excel",Business,"Business Analytics",Spanish,"Leadership, Power BI, Excel, Critical Thinking, Communication","Lori Johns",3.9,3953,21,FutureLearn,199.00,1,Intermediate,2021,"2025-07-22 15:56:44"
563,"Data Structures and Algorithms Specialization","Data Science","Big Data",Hindi,"R, Excel, Data Analysis, Deep Learning, Power BI","Robin Johnson",4.2,42863,15,Coursera,99.00,1,Beginner,2022,"2025-07-22 15:56:44"
564,"AWS Cloud Practitioner Essentials","IT & Software",Cybersecurity,Spanish,"Networking, AWS, Azure, DevOps, Critical Thinking","Diana Hernandez",4.5,28694,11,Udemy,29.00,1,Advanced,2024,"2025-07-22 15:56:44"
565,"Deep Learning Specialization","IT & Software","Cloud Computing",English,"AWS, Azure, DevOps, Critical Thinking, Networking","Mary Miller",4.9,62005,20,Udemy,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
566,"Deep Learning Specialization",Arts,Photography,Spanish,"Communication, Design, Creativity, Photography","Tyler Salazar",4.4,42204,40,edX,99.00,1,Beginner,2019,"2025-07-22 15:56:44"
567,"Big Data Essentials","Data Science",Statistics,Spanish,"R, SQL, Deep Learning, Data Analysis, Power BI","Crystal Allen",3.2,15259,37,edX,199.00,1,Intermediate,2020,"2025-07-22 15:56:44"
568,"Applied Data Science with Python","Data Science",Statistics,English,"SQL, Machine Learning, Python, Deep Learning, Data Analysis","Wesley Browning",3.7,78649,10,edX,0.00,0,Intermediate,2021,"2025-07-22 15:56:44"
569,"Machine Learning by Stanford University","Data Science","Data Analysis",Hindi,"R, Machine Learning, SQL, Data Analysis, Deep Learning","Joshua Clark",3.6,69427,51,edX,29.00,1,Beginner,2024,"2025-07-22 15:56:44"
570,"Excel to MySQL: Analytic Techniques","Data Science","Big Data",Spanish,"SQL, Data Analysis, R, Power BI, Machine Learning","Joshua Mcbride",3.6,79140,18,Coursera,19.00,1,Intermediate,2019,"2025-07-22 15:56:44"
571,"Google Data Analytics Certificate","Data Science","Big Data",English,"Python, SQL, Power BI, Excel, Deep Learning","Ellen Thornton",4.7,9097,49,Udemy,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
572,"Applied Data Science with Python","Data Science",Statistics,Hindi,"Data Analysis, Machine Learning, Python, R, Power BI","Brandy Forbes",4.6,73083,9,edX,99.00,1,Beginner,2021,"2025-07-22 15:56:44"
573,"Excel to MySQL: Analytic Techniques","Data Science",Statistics,Spanish,"Excel, SQL, Python, Data Analysis, Machine Learning","Brianna Fitzpatrick",4.4,41185,16,Coursera,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
574,"Full-Stack Web Development with React","Computer Science",Cybersecurity,English,"React, SQL, Python, Azure, JavaScript","Emily Grant",3.2,74093,60,Coursera,49.00,1,Intermediate,2021,"2025-07-22 15:56:44"
575,"Cybersecurity for Business",Business,Finance,French,"Excel, Communication, Power BI, Critical Thinking, Leadership","Bailey Stewart",3.9,49763,15,FutureLearn,0.00,1,Advanced,2018,"2025-07-22 15:56:44"
576,"The Science of Well-Being","Computer Science","Web Development",French,"Python, React, Azure, SQL, AWS","Monica Cannon",3.5,44855,8,Coursera,49.00,1,Advanced,2018,"2025-07-22 15:56:44"
577,"Introduction to Data Science in Python","Data Science","Machine Learning",Hindi,"Python, R, Power BI, Deep Learning, Data Analysis","Jennifer Jenkins",4.2,69737,19,edX,49.00,1,Beginner,2018,"2025-07-22 15:56:44"
578,"Full-Stack Web Development with React","Computer Science",Programming,Hindi,"AWS, Azure, React, SQL, Python","Timothy Shannon",4.3,51200,22,edX,29.00,1,Advanced,2024,"2025-07-22 15:56:44"
579,"Business Analytics with Excel",Business,Strategy,French,"Critical Thinking, Communication, Excel, Leadership, Power BI","Denise Maxwell",3.7,93158,41,edX,299.00,1,Advanced,2019,"2025-07-22 15:56:44"
580,"AI For Everyone","Data Science",Statistics,English,"SQL, Power BI, R, Python, Excel","Cody Farmer",3.9,76620,34,Coursera,19.00,1,Beginner,2020,"2025-07-22 15:56:44"
581,"Python for Everybody","Data Science",Statistics,English,"Machine Learning, Deep Learning, R, Excel, Python","Debra Bradley",4.9,98484,42,edX,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
582,"Business Analytics with Excel",Business,Leadership,French,"Communication, Excel, Critical Thinking, Power BI, Leadership","David Mcdaniel",5.0,13837,10,Udemy,99.00,1,Advanced,2019,"2025-07-22 15:56:44"
583,"Google Data Analytics Certificate","Data Science","Machine Learning",English,"Machine Learning, R, Power BI, Data Analysis, Excel","Michael Woods",4.6,75875,20,FutureLearn,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
584,"Full-Stack Web Development with React","Computer Science",Cybersecurity,English,"SQL, AWS, JavaScript, React, Azure","Lisa Joseph",3.9,75740,8,edX,299.00,1,Intermediate,2019,"2025-07-22 15:56:44"
585,"Java Programming and Software Engineering","Computer Science","Cloud Computing",Spanish,"React, AWS, Python, JavaScript, Azure","Samuel Henry",4.5,70677,53,Coursera,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
586,"The Science of Well-Being","Data Science","Data Analysis",English,"Machine Learning, SQL, Deep Learning, Excel, Python","Corey Johnson",3.2,31705,55,Coursera,199.00,1,Beginner,2019,"2025-07-22 15:56:44"
587,"Tableau Data Visualization","Data Science",Statistics,Spanish,"Data Analysis, Power BI, R, Machine Learning, Excel","Alexis Nelson",3.7,31996,51,FutureLearn,19.00,1,Beginner,2022,"2025-07-22 15:56:44"
588,"Python for Everybody","Data Science","Machine Learning",Spanish,"Deep Learning, Power BI, R, Python, Excel","Patrick Mcneil",3.7,17877,24,Udemy,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
589,"SQL for Data Science","Data Science","Deep Learning",French,"Power BI, Python, Data Analysis, R, Machine Learning","Andrea Ho",4.5,18431,33,Coursera,19.00,1,Beginner,2023,"2025-07-22 15:56:44"
590,"Big Data Essentials","Data Science","Data Analysis",English,"Power BI, R, SQL, Deep Learning, Data Analysis","Dr. Katherine Nguyen",4.4,82233,26,edX,19.00,1,Intermediate,2018,"2025-07-22 15:56:44"
591,"AI For Everyone","Data Science","Data Analysis",Spanish,"R, Machine Learning, Deep Learning, SQL, Python","David Sullivan",4.7,49327,20,FutureLearn,199.00,1,Advanced,2019,"2025-07-22 15:56:44"
592,"Java Programming and Software Engineering","Computer Science",Cybersecurity,French,"SQL, JavaScript, AWS, Python, Azure","Nicolas James",4.9,80505,7,Udemy,19.00,1,Advanced,2019,"2025-07-22 15:56:44"
593,"The Science of Well-Being",Arts,"Creative Writing",French,"Design, Communication, Creativity, Photography","Logan Newton",5.0,85317,29,FutureLearn,99.00,1,Beginner,2020,"2025-07-22 15:56:44"
594,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Spanish,"R, SQL, Excel, Python, Machine Learning","Kelly Liu",3.5,92478,48,FutureLearn,299.00,1,Beginner,2018,"2025-07-22 15:56:44"
595,"SQL for Data Science","Data Science","Machine Learning",Spanish,"Excel, Data Analysis, Deep Learning, SQL, Power BI","Kelly Hayes",3.8,34912,7,edX,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
596,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Hindi,"Python, SQL, Machine Learning, Power BI, Excel","Amanda Forbes",4.0,27432,32,Udemy,29.00,1,Advanced,2024,"2025-07-22 15:56:44"
597,"The Science of Well-Being","Data Science","Data Analysis",Hindi,"R, Deep Learning, Data Analysis, Machine Learning, Python","Jennifer Moss",4.2,27810,6,FutureLearn,99.00,1,Advanced,2024,"2025-07-22 15:56:44"
598,"Introduction to Data Science in Python","Data Science","Machine Learning",Hindi,"Power BI, Machine Learning, Excel, Data Analysis, Python","Kelli Mccoy",3.3,70430,53,edX,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
599,"Google Data Analytics Certificate","Data Science","Big Data",Hindi,"R, Power BI, Data Analysis, Deep Learning, Python","Eddie Sanders",4.7,43176,39,FutureLearn,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
600,"Deep Learning Specialization",Arts,Design,French,"Communication, Design, Creativity, Photography","Ronald Murray",4.6,73493,12,Coursera,199.00,1,Intermediate,2024,"2025-07-22 15:56:44"
601,"Tableau Data Visualization","Data Science","Data Analysis",French,"Python, SQL, Data Analysis, Power BI, Excel","Louis Brown",3.4,61689,33,edX,99.00,1,Advanced,2019,"2025-07-22 15:56:44"
602,"The Science of Well-Being",Business,"Business Analytics",Spanish,"Critical Thinking, Communication, Excel, Power BI, Leadership","Brenda Gallegos",3.2,94138,5,Coursera,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
603,"Introduction to Data Science in Python","Data Science","Data Analysis",Hindi,"Machine Learning, R, Deep Learning, Excel, Python","Nathan Wilson",3.8,45802,21,Udemy,19.00,1,Beginner,2020,"2025-07-22 15:56:44"
604,"Big Data Essentials","Data Science","Machine Learning",Spanish,"Data Analysis, Power BI, SQL, Python, R","Teresa Horton",3.9,17657,5,edX,199.00,1,Intermediate,2018,"2025-07-22 15:56:44"
605,"Tableau Data Visualization","Data Science","Machine Learning",Hindi,"Python, Deep Learning, Power BI, Machine Learning, Data Analysis","Jason Hayes",3.3,48758,54,Udemy,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
606,"Applied Data Science with Python","Data Science","Machine Learning",Hindi,"Python, R, Machine Learning, Power BI, Data Analysis","Kevin Marquez",3.3,36413,39,FutureLearn,0.00,0,Beginner,2022,"2025-07-22 15:56:44"
607,"Full-Stack Web Development with React","Computer Science","Cloud Computing",Hindi,"Python, React, SQL, AWS, Azure","Jesse Wright",3.4,10340,36,edX,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
608,"Big Data Essentials","Data Science","Data Analysis",English,"Python, Data Analysis, Deep Learning, SQL, R","Susan Hogan",3.2,81608,8,Coursera,49.00,1,Beginner,2020,"2025-07-22 15:56:44"
609,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,French,"Critical Thinking, DevOps, AWS, Azure, Networking","Becky Wilson",3.0,71685,30,FutureLearn,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
610,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",Hindi,"Python, SQL, Excel, Deep Learning, Data Analysis","Jack Mills",3.8,54377,51,Udemy,299.00,1,Beginner,2022,"2025-07-22 15:56:44"
611,"Python for Everybody","Data Science","Data Analysis",Spanish,"Machine Learning, Excel, R, Deep Learning, Python","Richard Hunt",3.9,79387,25,Coursera,0.00,0,Beginner,2018,"2025-07-22 15:56:44"
612,"Machine Learning by Stanford University","Data Science","Big Data",French,"Machine Learning, SQL, Data Analysis, R, Python","Jamie James",3.4,60586,10,Udemy,0.00,0,Beginner,2023,"2025-07-22 15:56:44"
613,"Business Analytics with Excel",Business,Finance,French,"Excel, Power BI, Leadership, Communication, Critical Thinking","Susan Cunningham",4.1,97518,37,FutureLearn,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
614,"Statistics with Python","Data Science","Big Data",Spanish,"Excel, SQL, Power BI, Python, R","Brittany Melton",3.6,93153,54,edX,299.00,1,Advanced,2021,"2025-07-22 15:56:44"
615,"Deep Learning Specialization","Data Science","Big Data",English,"SQL, R, Excel, Power BI, Python","Michael Barnes",3.9,40259,20,FutureLearn,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
616,"AI For Everyone","Data Science","Deep Learning",English,"R, Data Analysis, SQL, Deep Learning, Power BI","Randy Griffin",4.3,2118,14,edX,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
617,"Business Analytics with Excel",Business,Strategy,French,"Communication, Leadership, Critical Thinking, Power BI, Excel","Autumn Anderson",4.6,62288,16,FutureLearn,29.00,1,Advanced,2018,"2025-07-22 15:56:44"
618,"Tableau Data Visualization","Data Science","Deep Learning",Hindi,"Data Analysis, Machine Learning, Deep Learning, Excel, R","Marcus King",4.8,61746,31,Coursera,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
619,"Applied Data Science with Python","Data Science",Statistics,Spanish,"R, Deep Learning, Excel, Python, SQL","Scott Stephens",4.7,47166,42,edX,29.00,1,Beginner,2021,"2025-07-22 15:56:44"
620,"AI For Everyone","Data Science","Machine Learning",English,"Data Analysis, Python, Power BI, R, Deep Learning","Stephen Young",3.3,56443,39,FutureLearn,29.00,1,Advanced,2020,"2025-07-22 15:56:44"
621,"Google Data Analytics Certificate","Data Science",Statistics,French,"Power BI, Data Analysis, Machine Learning, R, Deep Learning","Karen Ortiz",3.3,60866,29,Coursera,299.00,1,Beginner,2022,"2025-07-22 15:56:44"
622,"Tableau Data Visualization","Data Science",Statistics,Hindi,"R, Data Analysis, Machine Learning, Power BI, Python","Kyle Sanchez",3.9,86260,40,Coursera,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
