CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear
498,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,French,"Azure, Networking, AWS, DevOps, Critical Thinking",James Morgan,3.7 stars,51674,60 hours,edX,$19,Yes,Advanced,2023
499,Full-Stack Web Development with React,Computer Science,Cloud Computing,French,"Python, SQL, AWS, React, Azure",Zachary Ramos,4.9 stars,10439,41 hours,Udemy,$0,No,Beginner,2020
500,Introduction to Data Science in Python,Data Science,Data Analysis,Hindi,"R, SQL, Data Analysis, Deep Learning, Machine Learning",Ethan Frey,3.2 stars,29305,39 hours,edX,$49,Yes,Beginner,2019
501,Python for Everybody,Data Science,Data Analysis,Hindi,"Data Analysis, SQL, Machine Learning, Power BI, R",Jacob Duran,3.4 stars,60067,23 hours,Udemy,$0,No,Intermediate,2021
502,Tableau Data Visualization,Data Science,Deep Learning,French,"SQL, Python, Data Analysis, Excel, Machine Learning",Nicholas Franklin,4.0 stars,90952,48 hours,FutureLearn,$199,Yes,Advanced,2024
503,Big Data Essentials,Data Science,Machine Learning,Spanish,"Python, R, Deep Learning, Data Analysis, SQL",Cindy Cannon,3.8 stars,76458,8 hours,Udemy,$99,Yes,Advanced,2018
504,Natural Language Processing with Deep Learning,Arts,Creative Writing,English,"Photography, Creativity, Design, Communication",Dawn Nixon,3.6 stars,41851,8 hours,Udemy,$19,Yes,Beginner,2022
505,Cybersecurity for Business,Business,Marketing,Spanish,"Leadership, Excel, Power BI, Critical Thinking, Communication",James Barber,3.4 stars,98614,26 hours,Udemy,$49,Yes,Beginner,2019
506,Python for Everybody,Data Science,Deep Learning,Hindi,"Data Analysis, R, SQL, Python, Deep Learning",Ms. Kelly Holder,3.7 stars,75285,11 hours,Udemy,$0,No,Beginner,2018
507,Applied Data Science with Python,Data Science,Deep Learning,French,"Python, SQL, Power BI, Data Analysis, Machine Learning",Eric Walker,3.1 stars,90835,12 hours,FutureLearn,$49,Yes,Intermediate,2020
508,Deep Learning Specialization,Data Science,Big Data,Spanish,"Power BI, SQL, Machine Learning, R, Data Analysis",Alison Short,3.5 stars,98193,8 hours,Udemy,$299,Yes,Intermediate,2023
509,AWS Cloud Practitioner Essentials,IT & Software,Networking,Spanish,"Azure, AWS, DevOps, Networking, Critical Thinking",Desiree Spencer,4.6 stars,22464,20 hours,Coursera,$199,Yes,Beginner,2020
510,Natural Language Processing with Deep Learning,Business,Leadership,French,"Excel, Communication, Power BI, Leadership, Critical Thinking",Tammy Moore,4.4 stars,21518,47 hours,Udemy,$0,No,Intermediate,2018
511,Tableau Data Visualization,Data Science,Data Analysis,French,"Python, Machine Learning, Deep Learning, Power BI, Data Analysis",Henry Taylor,4.5 stars,13415,58 hours,FutureLearn,$199,Yes,Advanced,2023
512,SQL for Data Science,Data Science,Big Data,Hindi,"Deep Learning, Power BI, Data Analysis, Machine Learning, Python",Kevin Hall,4.9 stars,6659,29 hours,edX,$99,Yes,Advanced,2022
513,Big Data Essentials,Data Science,Deep Learning,English,"Excel, SQL, Deep Learning, Machine Learning, Power BI",Anna Ross,3.4 stars,41604,43 hours,Coursera,$29,Yes,Advanced,2024
514,Big Data Essentials,Data Science,Data Analysis,Hindi,"Power BI, Machine Learning, R, Data Analysis, Deep Learning",Morgan Cummings,4.9 stars,63731,20 hours,Udemy,$99,Yes,Intermediate,2022
515,Applied Data Science with Python,Data Science,Machine Learning,English,"Data Analysis, Python, SQL, Power BI, R",Carrie Petersen,4.1 stars,67407,7 hours,Udemy,$0,Yes,Advanced,2020
516,SQL for Data Science,Data Science,Statistics,English,"Power BI, Excel, Deep Learning, R, Python",Laura Velez,3.9 stars,6585,60 hours,FutureLearn,$199,Yes,Intermediate,2023
517,Introduction to Data Science in Python,Data Science,Machine Learning,Spanish,"Machine Learning, R, SQL, Data Analysis, Python",Elizabeth Cross,4.4 stars,23457,43 hours,edX,$99,Yes,Advanced,2024
518,Business Analytics with Excel,Business,Leadership,French,"Critical Thinking, Leadership, Power BI, Communication, Excel",Angela Brown,4.5 stars,32838,19 hours,FutureLearn,$49,Yes,Beginner,2019
519,Deep Learning Specialization,Data Science,Data Analysis,French,"R, SQL, Power BI, Python, Machine Learning",Hannah Montoya,4.4 stars,89897,56 hours,edX,$19,Yes,Advanced,2023
520,Introduction to Data Science in Python,Data Science,Big Data,Spanish,"Machine Learning, SQL, Deep Learning, Python, Power BI",Sean Kane,3.6 stars,58141,58 hours,Coursera,$19,Yes,Intermediate,2022
521,AWS Cloud Practitioner Essentials,IT & Software,DevOps,Hindi,"Critical Thinking, Networking, AWS, Azure, DevOps",Matthew Guzman,3.0 stars,49145,44 hours,FutureLearn,$0,Yes,Advanced,2023
522,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,Spanish,"SQL, R, Data Analysis, Excel, Machine Learning",Richard Reyes,4.2 stars,23910,30 hours,FutureLearn,$49,Yes,Advanced,2023
523,Machine Learning by Stanford University,Data Science,Deep Learning,Spanish,"Data Analysis, R, Deep Learning, Excel, Machine Learning",Andrew Fernandez,3.4 stars,65374,35 hours,edX,$19,Yes,Beginner,2019
524,Python for Everybody,Data Science,Data Analysis,English,"Data Analysis, Python, Machine Learning, Power BI, Deep Learning",Jonathan Walker,3.3 stars,79344,13 hours,Coursera,$29,Yes,Advanced,2020
525,Natural Language Processing with Deep Learning,IT & Software,Cybersecurity,French,"Azure, Networking, AWS, DevOps, Critical Thinking",Nicholas Long,3.4 stars,19975,42 hours,edX,$299,Yes,Intermediate,2024
526,Natural Language Processing with Deep Learning,IT & Software,DevOps,French,"Azure, DevOps, AWS, Critical Thinking, Networking",Kurt Wagner,3.3 stars,81682,51 hours,edX,$199,Yes,Advanced,2024
527,Cybersecurity for Business,Business,Business Analytics,Spanish,"Leadership, Critical Thinking, Excel, Power BI, Communication",Dylan Foster,4.2 stars,3647,46 hours,edX,$199,Yes,Beginner,2019
528,Deep Learning Specialization,Business,Leadership,Hindi,"Excel, Leadership, Critical Thinking, Power BI, Communication",Bradley Duncan,3.1 stars,84296,10 hours,Udemy,$199,Yes,Beginner,2018
529,Full-Stack Web Development with React,Computer Science,Web Development,Spanish,"JavaScript, SQL, AWS, React, Azure",James Miller,4.1 stars,57174,39 hours,FutureLearn,$199,Yes,Advanced,2021
530,Cybersecurity for Business,Business,Finance,English,"Communication, Leadership, Critical Thinking, Power BI, Excel",Patricia Anderson,3.8 stars,40154,53 hours,Udemy,$29,Yes,Advanced,2018
531,SQL for Data Science,Data Science,Machine Learning,French,"Power BI, SQL, R, Deep Learning, Machine Learning",Justin Freeman,3.5 stars,41214,38 hours,edX,$49,Yes,Advanced,2021
532,Java Programming and Software Engineering,Computer Science,Cloud Computing,French,"SQL, React, Azure, AWS, JavaScript",Christina Gilbert,4.4 stars,28635,23 hours,Udemy,$99,Yes,Beginner,2022
533,Introduction to Data Science in Python,Data Science,Deep Learning,Hindi,"Power BI, Excel, SQL, Deep Learning, Python",Danielle Jones,3.0 stars,90562,9 hours,Coursera,$19,Yes,Intermediate,2019
534,Applied Data Science with Python,Data Science,Statistics,French,"R, Excel, SQL, Python, Data Analysis",Erica Glass,4.9 stars,74595,54 hours,Coursera,$199,Yes,Beginner,2021
535,Applied Data Science with Python,Data Science,Statistics,English,"Excel, SQL, Machine Learning, R, Data Analysis",Michael Henderson,4.3 stars,67430,49 hours,Udemy,$99,Yes,Beginner,2023
536,Data Structures and Algorithms Specialization,Data Science,Statistics,English,"Python, Excel, SQL, Machine Learning, R",Frank Wheeler,4.5 stars,97765,15 hours,Coursera,$49,Yes,Beginner,2018
537,Cybersecurity for Business,Business,Marketing,French,"Excel, Power BI, Communication, Critical Thinking, Leadership",Eric Huerta,3.4 stars,12730,5 hours,edX,$99,Yes,Advanced,2018
538,Big Data Essentials,Data Science,Data Analysis,English,"Data Analysis, Excel, SQL, R, Deep Learning",Wanda Ramos,4.9 stars,72602,49 hours,Udemy,$99,Yes,Intermediate,2024
539,Full-Stack Web Development with React,Computer Science,Web Development,French,"Azure, AWS, JavaScript, React, Python",Andrew Meyers,3.3 stars,60050,53 hours,FutureLearn,$49,Yes,Beginner,2024
540,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Hindi,"Data Analysis, Power BI, R, SQL, Machine Learning",James Todd,3.4 stars,63493,31 hours,Coursera,$199,Yes,Advanced,2020
541,Java Programming and Software Engineering,Computer Science,Programming,English,"Azure, AWS, React, JavaScript, Python",Ashley Brown,3.5 stars,72471,24 hours,Coursera,$49,Yes,Beginner,2018
542,Natural Language Processing with Deep Learning,Business,Business Analytics,Hindi,"Power BI, Excel, Leadership, Communication, Critical Thinking",Tammy Melton,3.7 stars,24588,34 hours,Coursera,$0,Yes,Advanced,2021
543,AWS Cloud Practitioner Essentials,IT & Software,Networking,English,"AWS, DevOps, Azure, Networking, Critical Thinking",Alexis Benson,3.8 stars,82563,51 hours,edX,$0,Yes,Advanced,2019
544,The Science of Well-Being,Data Science,Statistics,English,"SQL, Power BI, Deep Learning, Data Analysis, Excel",Jerry Johnson,4.2 stars,61322,43 hours,FutureLearn,$299,Yes,Intermediate,2018
545,Tableau Data Visualization,Data Science,Big Data,Spanish,"SQL, Data Analysis, R, Machine Learning, Excel",Joshua Harris,3.7 stars,65305,16 hours,Coursera,$99,Yes,Advanced,2024
546,Deep Learning Specialization,Business,Finance,Hindi,"Critical Thinking, Communication, Power BI, Excel, Leadership",Deanna Webb,4.2 stars,46486,41 hours,Coursera,$299,Yes,Beginner,2020
547,Statistics with Python,Data Science,Big Data,Spanish,"Machine Learning, Data Analysis, R, Deep Learning, SQL",Brenda Hale,3.4 stars,35860,47 hours,FutureLearn,$29,Yes,Advanced,2023
548,AI For Everyone,Data Science,Machine Learning,Spanish,"Excel, Deep Learning, Data Analysis, SQL, Python",Kevin Alvarado,4.3 stars,18806,53 hours,FutureLearn,$49,Yes,Intermediate,2022
549,Natural Language Processing with Deep Learning,Computer Science,Programming,English,"React, AWS, Azure, Python, JavaScript",Christopher Campbell,4.1 stars,78125,34 hours,edX,$99,Yes,Advanced,2023
550,Excel to MySQL: Analytic Techniques,Data Science,Big Data,Spanish,"R, Excel, Data Analysis, Power BI, Deep Learning",Lisa Brown,3.2 stars,66823,17 hours,edX,$49,Yes,Beginner,2021
551,AWS Cloud Practitioner Essentials,IT & Software,DevOps,English,"Azure, Networking, Critical Thinking, DevOps, AWS",Alejandra Price,5.0 stars,38499,54 hours,Coursera,$49,Yes,Intermediate,2020
552,Cybersecurity for Business,Business,Marketing,Hindi,"Leadership, Excel, Communication, Critical Thinking, Power BI",Samuel Keller,3.2 stars,4215,15 hours,FutureLearn,$29,Yes,Beginner,2021
553,Cybersecurity for Business,Business,Leadership,Hindi,"Critical Thinking, Power BI, Excel, Leadership, Communication",Alicia Dillon,3.5 stars,33217,27 hours,Coursera,$299,Yes,Beginner,2018
554,Tableau Data Visualization,Data Science,Statistics,Spanish,"Machine Learning, Power BI, Deep Learning, Python, Data Analysis",Crystal James,4.3 stars,70991,40 hours,Udemy,$49,Yes,Advanced,2022
555,Deep Learning Specialization,Arts,Painting,Hindi,"Creativity, Photography, Design, Communication",Ariana Stewart,3.0 stars,58699,55 hours,edX,$299,Yes,Beginner,2018
556,Statistics with Python,Data Science,Machine Learning,French,"Machine Learning, Python, Deep Learning, Data Analysis, Excel",Kim Lopez,3.2 stars,78276,27 hours,Udemy,$299,Yes,Beginner,2020
557,Google Data Analytics Certificate,Data Science,Big Data,French,"R, Python, Excel, Data Analysis, SQL",Judith House,5.0 stars,87258,59 hours,edX,$299,Yes,Intermediate,2021
558,Java Programming and Software Engineering,Computer Science,Programming,French,"AWS, React, JavaScript, SQL, Azure",David Moreno,3.3 stars,84345,56 hours,Coursera,$99,Yes,Beginner,2018
559,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Spanish,"Power BI, Data Analysis, Deep Learning, Python, R",James Moore,4.8 stars,39816,21 hours,Udemy,$19,Yes,Advanced,2022
560,Google Data Analytics Certificate,Data Science,Machine Learning,French,"Power BI, Machine Learning, Data Analysis, Deep Learning, Excel",Harold Garrett,4.6 stars,49150,15 hours,edX,$99,Yes,Beginner,2021
561,Big Data Essentials,Data Science,Deep Learning,French,"Data Analysis, Python, Excel, Deep Learning, Machine Learning",William Mason,3.3 stars,55867,54 hours,Udemy,$299,Yes,Beginner,2024
562,Business Analytics with Excel,Business,Business Analytics,Spanish,"Leadership, Power BI, Excel, Critical Thinking, Communication",Lori Johns,3.9 stars,3953,21 hours,FutureLearn,$199,Yes,Intermediate,2021
563,Data Structures and Algorithms Specialization,Data Science,Big Data,Hindi,"R, Excel, Data Analysis, Deep Learning, Power BI",Robin Johnson,4.2 stars,42863,15 hours,Coursera,$99,Yes,Beginner,2022
564,AWS Cloud Practitioner Essentials,IT & Software,Cybersecurity,Spanish,"Networking, AWS, Azure, DevOps, Critical Thinking",Diana Hernandez,4.5 stars,28694,11 hours,Udemy,$29,Yes,Advanced,2024
565,Deep Learning Specialization,IT & Software,Cloud Computing,English,"AWS, Azure, DevOps, Critical Thinking, Networking",Mary Miller,4.9 stars,62005,20 hours,Udemy,$0,Yes,Advanced,2021
566,Deep Learning Specialization,Arts,Photography,Spanish,"Communication, Design, Creativity, Photography",Tyler Salazar,4.4 stars,42204,40 hours,edX,$99,Yes,Beginner,2019
567,Big Data Essentials,Data Science,Statistics,Spanish,"R, SQL, Deep Learning, Data Analysis, Power BI",Crystal Allen,3.2 stars,15259,37 hours,edX,$199,Yes,Intermediate,2020
568,Applied Data Science with Python,Data Science,Statistics,English,"SQL, Machine Learning, Python, Deep Learning, Data Analysis",Wesley Browning,3.7 stars,78649,10 hours,edX,$0,No,Intermediate,2021
569,Machine Learning by Stanford University,Data Science,Data Analysis,Hindi,"R, Machine Learning, SQL, Data Analysis, Deep Learning",Joshua Clark,3.6 stars,69427,51 hours,edX,$29,Yes,Beginner,2024
570,Excel to MySQL: Analytic Techniques,Data Science,Big Data,Spanish,"SQL, Data Analysis, R, Power BI, Machine Learning",Joshua Mcbride,3.6 stars,79140,18 hours,Coursera,$19,Yes,Intermediate,2019
571,Google Data Analytics Certificate,Data Science,Big Data,English,"Python, SQL, Power BI, Excel, Deep Learning",Ellen Thornton,4.7 stars,9097,49 hours,Udemy,$49,Yes,Beginner,2024
572,Applied Data Science with Python,Data Science,Statistics,Hindi,"Data Analysis, Machine Learning, Python, R, Power BI",Brandy Forbes,4.6 stars,73083,9 hours,edX,$99,Yes,Beginner,2021
573,Excel to MySQL: Analytic Techniques,Data Science,Statistics,Spanish,"Excel, SQL, Python, Data Analysis, Machine Learning",Brianna Fitzpatrick,4.4 stars,41185,16 hours,Coursera,$19,Yes,Intermediate,2023
574,Full-Stack Web Development with React,Computer Science,Cybersecurity,English,"React, SQL, Python, Azure, JavaScript",Emily Grant,3.2 stars,74093,60 hours,Coursera,$49,Yes,Intermediate,2021
575,Cybersecurity for Business,Business,Finance,French,"Excel, Communication, Power BI, Critical Thinking, Leadership",Bailey Stewart,3.9 stars,49763,15 hours,FutureLearn,$0,Yes,Advanced,2018
576,The Science of Well-Being,Computer Science,Web Development,French,"Python, React, Azure, SQL, AWS",Monica Cannon,3.5 stars,44855,8 hours,Coursera,$49,Yes,Advanced,2018
577,Introduction to Data Science in Python,Data Science,Machine Learning,Hindi,"Python, R, Power BI, Deep Learning, Data Analysis",Jennifer Jenkins,4.2 stars,69737,19 hours,edX,$49,Yes,Beginner,2018
578,Full-Stack Web Development with React,Computer Science,Programming,Hindi,"AWS, Azure, React, SQL, Python",Timothy Shannon,4.3 stars,51200,22 hours,edX,$29,Yes,Advanced,2024
579,Business Analytics with Excel,Business,Strategy,French,"Critical Thinking, Communication, Excel, Leadership, Power BI",Denise Maxwell,3.7 stars,93158,41 hours,edX,$299,Yes,Advanced,2019
580,AI For Everyone,Data Science,Statistics,English,"SQL, Power BI, R, Python, Excel",Cody Farmer,3.9 stars,76620,34 hours,Coursera,$19,Yes,Beginner,2020
581,Python for Everybody,Data Science,Statistics,English,"Machine Learning, Deep Learning, R, Excel, Python",Debra Bradley,4.9 stars,98484,42 hours,edX,$49,Yes,Intermediate,2020
582,Business Analytics with Excel,Business,Leadership,French,"Communication, Excel, Critical Thinking, Power BI, Leadership",David Mcdaniel,5.0 stars,13837,10 hours,Udemy,$99,Yes,Advanced,2019
583,Google Data Analytics Certificate,Data Science,Machine Learning,English,"Machine Learning, R, Power BI, Data Analysis, Excel",Michael Woods,4.6 stars,75875,20 hours,FutureLearn,$299,Yes,Advanced,2018
584,Full-Stack Web Development with React,Computer Science,Cybersecurity,English,"SQL, AWS, JavaScript, React, Azure",Lisa Joseph,3.9 stars,75740,8 hours,edX,$299,Yes,Intermediate,2019
585,Java Programming and Software Engineering,Computer Science,Cloud Computing,Spanish,"React, AWS, Python, JavaScript, Azure",Samuel Henry,4.5 stars,70677,53 hours,Coursera,$0,Yes,Advanced,2021
586,The Science of Well-Being,Data Science,Data Analysis,English,"Machine Learning, SQL, Deep Learning, Excel, Python",Corey Johnson,3.2 stars,31705,55 hours,Coursera,$199,Yes,Beginner,2019
587,Tableau Data Visualization,Data Science,Statistics,Spanish,"Data Analysis, Power BI, R, Machine Learning, Excel",Alexis Nelson,3.7 stars,31996,51 hours,FutureLearn,$19,Yes,Beginner,2022
588,Python for Everybody,Data Science,Machine Learning,Spanish,"Deep Learning, Power BI, R, Python, Excel",Patrick Mcneil,3.7 stars,17877,24 hours,Udemy,$0,Yes,Advanced,2021
589,SQL for Data Science,Data Science,Deep Learning,French,"Power BI, Python, Data Analysis, R, Machine Learning",Andrea Ho,4.5 stars,18431,33 hours,Coursera,$19,Yes,Beginner,2023
590,Big Data Essentials,Data Science,Data Analysis,English,"Power BI, R, SQL, Deep Learning, Data Analysis",Dr. Katherine Nguyen,4.4 stars,82233,26 hours,edX,$19,Yes,Intermediate,2018
591,AI For Everyone,Data Science,Data Analysis,Spanish,"R, Machine Learning, Deep Learning, SQL, Python",David Sullivan,4.7 stars,49327,20 hours,FutureLearn,$199,Yes,Advanced,2019
592,Java Programming and Software Engineering,Computer Science,Cybersecurity,French,"SQL, JavaScript, AWS, Python, Azure",Nicolas James,4.9 stars,80505,7 hours,Udemy,$19,Yes,Advanced,2019
593,The Science of Well-Being,Arts,Creative Writing,French,"Design, Communication, Creativity, Photography",Logan Newton,5.0 stars,85317,29 hours,FutureLearn,$99,Yes,Beginner,2020
594,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Spanish,"R, SQL, Excel, Python, Machine Learning",Kelly Liu,3.5 stars,92478,48 hours,FutureLearn,$299,Yes,Beginner,2018
595,SQL for Data Science,Data Science,Machine Learning,Spanish,"Excel, Data Analysis, Deep Learning, SQL, Power BI",Kelly Hayes,3.8 stars,34912,7 hours,edX,$99,Yes,Beginner,2018
596,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Python, SQL, Machine Learning, Power BI, Excel",Amanda Forbes,4.0 stars,27432,32 hours,Udemy,$29,Yes,Advanced,2024
597,The Science of Well-Being,Data Science,Data Analysis,Hindi,"R, Deep Learning, Data Analysis, Machine Learning, Python",Jennifer Moss,4.2 stars,27810,6 hours,FutureLearn,$99,Yes,Advanced,2024
598,Introduction to Data Science in Python,Data Science,Machine Learning,Hindi,"Power BI, Machine Learning, Excel, Data Analysis, Python",Kelli Mccoy,3.3 stars,70430,53 hours,edX,$99,Yes,Advanced,2022
599,Google Data Analytics Certificate,Data Science,Big Data,Hindi,"R, Power BI, Data Analysis, Deep Learning, Python",Eddie Sanders,4.7 stars,43176,39 hours,FutureLearn,$299,Yes,Beginner,2024
600,Deep Learning Specialization,Arts,Design,French,"Communication, Design, Creativity, Photography",Ronald Murray,4.6 stars,73493,12 hours,Coursera,$199,Yes,Intermediate,2024
601,Tableau Data Visualization,Data Science,Data Analysis,French,"Python, SQL, Data Analysis, Power BI, Excel",Louis Brown,3.4 stars,61689,33 hours,edX,$99,Yes,Advanced,2019
602,The Science of Well-Being,Business,Business Analytics,Spanish,"Critical Thinking, Communication, Excel, Power BI, Leadership",Brenda Gallegos,3.2 stars,94138,5 hours,Coursera,$299,Yes,Advanced,2018
603,Introduction to Data Science in Python,Data Science,Data Analysis,Hindi,"Machine Learning, R, Deep Learning, Excel, Python",Nathan Wilson,3.8 stars,45802,21 hours,Udemy,$19,Yes,Beginner,2020
604,Big Data Essentials,Data Science,Machine Learning,Spanish,"Data Analysis, Power BI, SQL, Python, R",Teresa Horton,3.9 stars,17657,5 hours,edX,$199,Yes,Intermediate,2018
605,Tableau Data Visualization,Data Science,Machine Learning,Hindi,"Python, Deep Learning, Power BI, Machine Learning, Data Analysis",Jason Hayes,3.3 stars,48758,54 hours,Udemy,$0,Yes,Advanced,2023
606,Applied Data Science with Python,Data Science,Machine Learning,Hindi,"Python, R, Machine Learning, Power BI, Data Analysis",Kevin Marquez,3.3 stars,36413,39 hours,FutureLearn,$0,No,Beginner,2022
607,Full-Stack Web Development with React,Computer Science,Cloud Computing,Hindi,"Python, React, SQL, AWS, Azure",Jesse Wright,3.4 stars,10340,36 hours,edX,$19,Yes,Beginner,2019
608,Big Data Essentials,Data Science,Data Analysis,English,"Python, Data Analysis, Deep Learning, SQL, R",Susan Hogan,3.2 stars,81608,8 hours,Coursera,$49,Yes,Beginner,2020
609,AWS Cloud Practitioner Essentials,IT & Software,DevOps,French,"Critical Thinking, DevOps, AWS, Azure, Networking",Becky Wilson,3.0 stars,71685,30 hours,FutureLearn,$0,Yes,Advanced,2023
610,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Hindi,"Python, SQL, Excel, Deep Learning, Data Analysis",Jack Mills,3.8 stars,54377,51 hours,Udemy,$299,Yes,Beginner,2022
611,Python for Everybody,Data Science,Data Analysis,Spanish,"Machine Learning, Excel, R, Deep Learning, Python",Richard Hunt,3.9 stars,79387,25 hours,Coursera,$0,No,Beginner,2018
612,Machine Learning by Stanford University,Data Science,Big Data,French,"Machine Learning, SQL, Data Analysis, R, Python",Jamie James,3.4 stars,60586,10 hours,Udemy,$0,No,Beginner,2023
613,Business Analytics with Excel,Business,Finance,French,"Excel, Power BI, Leadership, Communication, Critical Thinking",Susan Cunningham,4.1 stars,97518,37 hours,FutureLearn,$99,Yes,Beginner,2023
614,Statistics with Python,Data Science,Big Data,Spanish,"Excel, SQL, Power BI, Python, R",Brittany Melton,3.6 stars,93153,54 hours,edX,$299,Yes,Advanced,2021
615,Deep Learning Specialization,Data Science,Big Data,English,"SQL, R, Excel, Power BI, Python",Michael Barnes,3.9 stars,40259,20 hours,FutureLearn,$49,Yes,Beginner,2019
616,AI For Everyone,Data Science,Deep Learning,English,"R, Data Analysis, SQL, Deep Learning, Power BI",Randy Griffin,4.3 stars,2118,14 hours,edX,$19,Yes,Beginner,2019
617,Business Analytics with Excel,Business,Strategy,French,"Communication, Leadership, Critical Thinking, Power BI, Excel",Autumn Anderson,4.6 stars,62288,16 hours,FutureLearn,$29,Yes,Advanced,2018
618,Tableau Data Visualization,Data Science,Deep Learning,Hindi,"Data Analysis, Machine Learning, Deep Learning, Excel, R",Marcus King,4.8 stars,61746,31 hours,Coursera,$0,Yes,Advanced,2021
619,Applied Data Science with Python,Data Science,Statistics,Spanish,"R, Deep Learning, Excel, Python, SQL",Scott Stephens,4.7 stars,47166,42 hours,edX,$29,Yes,Beginner,2021
620,AI For Everyone,Data Science,Machine Learning,English,"Data Analysis, Python, Power BI, R, Deep Learning",Stephen Young,3.3 stars,56443,39 hours,FutureLearn,$29,Yes,Advanced,2020
621,Google Data Analytics Certificate,Data Science,Statistics,French,"Power BI, Data Analysis, Machine Learning, R, Deep Learning",Karen Ortiz,3.3 stars,60866,29 hours,Coursera,$299,Yes,Beginner,2022
622,Tableau Data Visualization,Data Science,Statistics,Hindi,"R, Data Analysis, Machine Learning, Power BI, Python",Kyle Sanchez,3.9 stars,86260,40 hours,Coursera,$99,Yes,Advanced,2018
623,Natural Language Processing with Deep Learning,IT & Software,Cloud Computing,Spanish,"DevOps, Networking, Critical Thinking, AWS, Azure",Lisa Grant,3.1 stars,53009,41 hours,Udemy,$49,Yes,Intermediate,2022
624,Natural Language Processing with Deep Learning,Business,Business Analytics,French,"Communication, Excel, Critical Thinking, Power BI, Leadership",Amber Hernandez,4.9 stars,5221,37 hours,Udemy,$29,Yes,Beginner,2019
625,AWS Cloud Practitioner Essentials,IT & Software,DevOps,English,"Networking, Critical Thinking, Azure, AWS, DevOps",Amanda Nash,3.3 stars,21923,17 hours,FutureLearn,$199,Yes,Advanced,2023
626,Natural Language Processing with Deep Learning,Business,Leadership,English,"Communication, Power BI, Leadership, Critical Thinking, Excel",Sara Evans,3.0 stars,71998,38 hours,FutureLearn,$0,No,Beginner,2024
627,Java Programming and Software Engineering,Computer Science,Cybersecurity,English,"Azure, React, AWS, JavaScript, SQL",Amber Butler,3.0 stars,68400,41 hours,Coursera,$99,Yes,Beginner,2020
628,Natural Language Processing with Deep Learning,Data Science,Big Data,Hindi,"Python, Excel, R, Power BI, Machine Learning",Michael Carr,4.6 stars,18301,48 hours,FutureLearn,$99,Yes,Beginner,2021
629,Python for Everybody,Data Science,Statistics,English,"Excel, Deep Learning, Power BI, R, Python",Linda Cobb,4.1 stars,96183,26 hours,edX,$49,Yes,Advanced,2024
630,Big Data Essentials,Data Science,Machine Learning,English,"Power BI, Machine Learning, Data Analysis, Excel, SQL",Jesse Riley,3.0 stars,78313,57 hours,edX,$0,Yes,Advanced,2019
631,Statistics with Python,Data Science,Deep Learning,English,"Power BI, Python, Excel, SQL, Machine Learning",Anna Evans,4.0 stars,11262,25 hours,Coursera,$0,Yes,Advanced,2022
632,Python for Everybody,Data Science,Statistics,Spanish,"Deep Learning, Excel, Data Analysis, Power BI, SQL",James Jones,3.3 stars,2481,17 hours,edX,$299,Yes,Advanced,2018
633,Deep Learning Specialization,Data Science,Data Analysis,English,"Machine Learning, Data Analysis, SQL, Power BI, Excel",Joshua Carter,3.9 stars,49260,41 hours,edX,$49,Yes,Intermediate,2022
634,SQL for Data Science,Data Science,Data Analysis,English,"Power BI, Machine Learning, Excel, SQL, Python",Michael Hill,4.1 stars,35095,46 hours,Coursera,$0,No,Beginner,2023
635,Tableau Data Visualization,Data Science,Statistics,Hindi,"SQL, Deep Learning, R, Excel, Power BI",Kelly Dominguez,4.0 stars,78279,54 hours,edX,$199,Yes,Beginner,2019
636,AI For Everyone,Data Science,Big Data,Spanish,"Data Analysis, Python, R, Excel, Power BI",Ashley Blair,4.4 stars,17918,34 hours,Udemy,$49,Yes,Intermediate,2023
637,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,English,"Power BI, Data Analysis, SQL, Deep Learning, Excel",Victoria Webb,3.0 stars,11528,15 hours,Coursera,$49,Yes,Advanced,2019
638,Data Structures and Algorithms Specialization,Data Science,Statistics,Hindi,"Deep Learning, Python, R, Power BI, Machine Learning",Taylor Andersen,4.6 stars,43008,27 hours,Coursera,$0,No,Intermediate,2023
639,Tableau Data Visualization,Data Science,Big Data,English,"SQL, Python, Power BI, Machine Learning, Excel",Lee Stewart,3.5 stars,53629,6 hours,Coursera,$19,Yes,Beginner,2019
640,Natural Language Processing with Deep Learning,IT & Software,Cybersecurity,Hindi,"Critical Thinking, Azure, DevOps, AWS, Networking",Whitney Gomez,3.4 stars,16766,41 hours,FutureLearn,$0,No,Beginner,2020
641,Applied Data Science with Python,Data Science,Machine Learning,French,"Data Analysis, Python, Deep Learning, Excel, R",Justin Stone,4.5 stars,57145,53 hours,edX,$0,No,Beginner,2024
